,0101,0102,0103,0104,0105,0106,0107,0108,0109,0110,0111,0112,0113,0114,0115,0116,0117,0118,0119,0120,0121,0122,0123,0124,0125,0126,0127,0128,0129,0130,0201,0202,0203,0204,0205,0206,0207,0208,0209,0210,0211,0212,0213,0214,0215,0216,0217,0218,0219,0220,0221,0222,0223,0224,0225,0226,0227,0228,0229,0230,0231,0232,0801,0802,0803,0804,0805,0806,0301,0302,0303,0304,0305,0306,0307,0308,0309,0310,0311,0312,0313,0314,0315,0316,0317,0318,0319,0320,0321,0322,0323,0324,0325,0326,0327,0328,0329,0330,0331,0401,0402,0403,0404,0405,0406,0407,0408,0409,0410,0411,0412,0413,0414,0415,0416,0417,0418,0419,0420,0421,0422,0423,0501,0502,0503,0504,0505,0506,0507,0508,0509,0510,0511,0512,0513,0514,0515,0516,0517,0518,0519,0520,0521,0522,0523,0524,0525,0526,0527,0528,0529,0530,0531,0532,0533,0534,0601,0602,0603,0604,0605,0606,0607,0608,0609,0610,0611,0612,0613,0614,0615,0616,0617,0618,0619,0620,0621,0622,0623,0624,0625,0626,0627,6101,6102,6103,6104,0701,0702,0703,0704,0705,0706,0707,0708,0709,0710,0711,0712,0713,0714,0715,0716,0717,0718,0719,0720,0721,0722,0723,0724,0725,0726,0727,0728,0901,0902,0903,0904,0905,0906,0907,0908,0909,0910,0911,0912,0913,0914,0915,0916,0917,0918,0919,0920,0921,0922,0923,0924,0925,0926,0927,0928,0929,0930,0931,0932,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1229,1230,1231,1232,1233,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,2001,2002,2003,2004,2005
0101,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,8,8,9,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,3,3,3,3,2,3,3,3,4,4,4,5,5,6,6,6,6,4,4,4,4,4,3,3,3,2,2,2,2,2,3,3,3,4,4,5,5,5,6,6,6,7,7,7,7,7,7,8,4,4,3,3,3,4,4,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,2,3,3,3,4,4,5,5,6,6,6,7,7,8,8,8,8,9,9,9,9,9,9,10,10,10,8,9,9,9,7,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,6,6,6,6,6,5,5,5,5,4,5,4,5,4,4,4,4,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,3,4,4,5,6,6,7,7,7,8,9,9,9,10,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,3,3,4,4,5,5,6,6,7,7,7,8,8,8,9,9,9,10,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,8,9,9,9,9,9,9,9,9,9,9,10,10
0102,2,2,2,2,2,2,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,3,3,3,3,2,2,2,3,3,3,4,4,4,5,5,6,6,6,4,4,4,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,7,7,7,3,3,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,2,2,2,3,3,3,4,5,5,5,6,6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,8,8,9,9,6,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,7,7,7,7,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,3,3,4,5,6,6,7,7,7,8,9,9,9,9,10,10,10,10,10,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,10,10,3,3,4,4,5,5,6,6,7,7,7,8,8,8,8,9,9,10,7,7,7,7,7,7,7,8,8,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10
0103,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,3,3,3,3,2,2,2,2,2,3,3,4,4,4,5,5,5,6,6,4,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,4,4,4,4,5,5,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,3,3,4,5,5,5,6,6,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,8,8,9,9,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,7,7,7,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,3,3,4,5,6,6,6,7,7,8,9,9,9,9,10,10,10,10,10,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,10,10,3,2,4,4,4,5,6,6,6,7,7,7,8,8,8,8,9,9,6,7,7,7,7,7,7,8,8,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10
0104,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,6,6,6,6,7,7,7,7,7,7,8,8,7,7,6,6,6,6,6,6,5,5,5,4,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,5,5,5,6,6,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,7,7,7,3,3,3,3,3,3,3,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,2,2,2,2,2,3,3,4,5,5,5,6,6,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,8,8,9,9,6,6,6,5,5,5,5,5,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,7,7,7,6,6,6,6,6,5,5,5,5,5,4,3,4,4,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,4,4,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,3,3,3,5,5,6,6,7,7,8,8,9,9,9,9,10,10,10,10,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,10,3,2,4,4,5,5,6,6,7,7,7,8,8,8,8,9,9,10,7,7,7,7,7,7,8,8,8,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,9,9,9,9
0105,3,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,6,6,6,6,6,6,7,7,7,7,8,8,7,6,6,6,6,6,6,5,5,5,5,4,5,4,4,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,4,5,5,5,6,6,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,4,5,5,6,6,6,6,7,7,7,7,7,8,3,3,2,3,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,5,5,4,5,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,3,4,4,5,5,5,6,7,7,7,8,8,8,8,8,9,9,9,9,9,9,10,8,8,8,9,6,6,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,6,6,6,6,6,6,6,5,5,5,5,5,4,4,3,4,3,4,4,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,4,4,4,5,5,5,5,5,5,6,6,6,7,7,7,7,7,2,3,3,5,5,6,6,7,7,8,8,9,9,9,9,9,10,10,10,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,10,2,2,3,4,5,5,6,6,7,7,7,8,8,8,8,9,9,10,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,9,9,9,9
0106,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,6,6,6,6,6,6,7,7,7,8,8,7,6,6,6,6,6,5,5,5,5,5,4,5,4,4,4,4,3,3,3,2,2,2,2,3,2,3,3,3,3,4,4,4,5,5,6,6,6,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,7,7,7,8,2,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,4,5,5,5,5,5,5,4,4,4,4,3,3,3,2,2,2,2,3,3,4,4,5,5,5,6,7,7,7,8,8,8,8,8,9,9,9,9,9,9,10,8,8,8,9,6,5,5,5,5,5,4,4,4,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,6,6,6,6,6,6,5,5,5,5,5,5,4,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,3,3,4,4,4,5,5,5,5,5,5,6,6,6,7,7,7,7,7,2,2,3,5,5,5,6,6,7,8,8,8,9,9,9,9,10,10,10,7,6,6,6,6,6,6,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,2,2,3,4,5,6,6,6,7,7,7,8,8,8,9,9,9,10,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,8,9,9,9,9,9,9,10,8,9,9,9,9
0107,3,3,3,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,3,3,4,4,4,5,5,6,6,6,6,7,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,6,6,6,7,7,7,7,7,7,8,2,2,2,2,2,2,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,3,2,2,3,3,3,4,4,4,4,5,5,5,6,7,7,7,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,5,5,5,5,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,6,6,6,6,6,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,2,3,4,4,4,4,5,5,5,5,5,6,6,6,6,7,7,7,2,2,3,4,5,5,6,6,7,7,8,8,8,9,9,9,9,9,10,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,2,2,3,4,5,6,6,6,7,7,7,8,8,8,9,9,9,10,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,8,9,9,9,9,9,9,9,8,8,9,9,9
0108,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,5,5,6,6,6,6,6,7,7,8,6,6,6,6,5,5,5,5,5,5,4,3,4,4,3,3,3,3,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,6,6,6,7,7,3,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,6,6,6,6,7,7,7,7,7,8,8,2,2,2,2,2,2,2,3,3,4,4,5,5,5,5,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,4,4,4,4,2,3,3,3,3,4,4,4,4,5,5,5,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,8,8,8,8,5,5,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,4,4,4,6,6,6,6,5,5,5,5,5,5,4,4,4,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,3,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,2,2,2,4,5,5,5,6,7,7,8,8,8,9,9,9,9,9,10,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,2,3,4,4,5,6,6,7,7,7,8,8,8,9,9,9,9,10,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,8,8,9,9,9
0109,4,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,5,5,6,6,6,6,6,7,7,8,6,6,6,5,5,5,5,5,5,5,4,3,4,3,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,4,5,5,5,6,6,6,6,7,7,7,7,7,8,8,2,2,2,2,2,2,3,3,4,4,4,5,5,5,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3,3,4,5,4,4,5,5,6,6,7,7,7,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,5,5,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,4,4,4,6,6,6,5,5,5,5,5,5,4,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2,3,3,4,4,4,4,5,5,5,5,5,6,6,6,6,7,7,7,7,2,2,2,4,5,5,5,6,6,7,8,8,8,9,9,9,9,9,10,6,6,6,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,2,3,4,4,5,6,6,7,7,7,8,8,8,9,9,9,9,10,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,8,8,8,9,9
